kingdom	phylum	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2098412	ERR2098413	ERR2098414	ERR2098415	ERR2098416	ERR2098417	ERR2098418	ERR2098419	ERR2098420	ERR2098421	ERR2098422	ERR2098423	ERR2098424	ERR2098425	ERR2098426	ERR2098427	ERR2098428	ERR2098429	ERR2098430	ERR2098431	ERR2098432	ERR2098433	ERR2098434	ERR2098435	ERR2098436	ERR2098437	ERR2098438	ERR2098439	ERR2098440	ERR2098441	ERR2098442	ERR2098443	ERR2098444	ERR2098445	ERR2098446	ERR2098447	ERR2098448	ERR2098449	ERR2098450	ERR2098451	ERR2098452	ERR2098453	ERR2098454	ERR2098455	ERR2098456	ERR2098457	ERR2098458	ERR2098459	ERR2098460	ERR2098461	ERR2098462	ERR2098463	ERR2098464	ERR2098465	ERR2098466	ERR2098467	ERR2098468	ERR2098469	ERR2098470	ERR2098471	ERR2098472	ERR2098473	ERR2098474	ERR2098475	ERR2098476	ERR2098477	ERR2098478	ERR2098479	ERR2098480	ERR2098481	ERR2098482	ERR2098483	ERR2098484	ERR2098485	ERR2098486	ERR2098487	ERR2098488	ERR2098489	ERR2098490	ERR2098491	ERR2098492	ERR2098493	ERR2098494	ERR2098495	ERR2098496	ERR2098497	ERR2098498	ERR2098499	ERR2098500	ERR2098501	ERR2098502	ERR2098503	ERR2098504	ERR2098505	ERR2098506	ERR2098507	ERR2098508	ERR2098509	ERR2098510	ERR2098511	ERR2098512	ERR2098513	ERR2098514	ERR2098515	ERR2098516	ERR2098517	ERR2098518	ERR2098519	ERR2098520	ERR2098521	ERR2098522	ERR2098523	ERR2098524	ERR2098525	ERR2098526	ERR2098527	ERR2098528	ERR2098529	ERR2098530	ERR2098531	ERR2098532	ERR2098533	ERR2098534	ERR2098535	ERR2098536	ERR2098537	ERR2098538	ERR2098539	ERR2098540	ERR2098541	ERR2098542	ERR2098543	ERR2098544	ERR2098545	ERR2098546	ERR2098547	ERR2098548	ERR2098549	ERR2098550	ERR2098551	ERR2098552	ERR2098553	ERR2098554	ERR2098555	ERR2098556	ERR2098557	ERR2098558	ERR2098559	ERR2098560	ERR2098561	ERR2098562	ERR2098563	ERR2098564	ERR2098565	ERR2098566	ERR2098567	ERR2098568	ERR2098569	ERR2098570	ERR2098571	ERR2098572	ERR2098573	ERR2098574	ERR2098575	ERR2098576	ERR2098577	ERR2098578	ERR2098579	ERR2098580	ERR2098581	ERR2098582	ERR2098583	ERR2098584	ERR2098585	ERR2098586	ERR2098587	ERR2098588	ERR2098589	ERR2098590	ERR2098591	ERR2098592	ERR2098593	ERR2098594	ERR2098595	ERR2098596	ERR2098597	ERR2098598	ERR2098599	ERR2098600	ERR2098601	ERR2098602	ERR2098603	ERR2098604	ERR2098605	ERR2098606	ERR2098607	ERR2098608	ERR2098609	ERR2098610	ERR2098611	ERR2098612	ERR2098613	ERR2098614	ERR2098615	ERR2098616	ERR2098617	ERR2098618	ERR2098619	ERR2098620	ERR2098621	ERR2098622	ERR2196983	ERR2196984	ERR2196985	ERR2196986	ERR2196987	ERR2196988	ERR2196989	ERR2196990	ERR2196991	ERR2196992	ERR2196993	ERR2196994	ERR2196995
Archaea	Unassigned	11	14	5	4	10	18	6	15	9	12	2	8	16	5	10	8	7	8	9	0	2	10	1	26	6	15	11	11	8	3	4	3	2	8	14	1	6	3	13	3	14	1	0	6	10	19	6	71	59	53	69	35	66	57	18	16	57	1	37	27	27	10	32	15	11	3	3	57	43	44	24	18	18	4	0	3	13	63	72	35	33	21	19	17	14	1	1	22	27	15	4	1331	1165	1225	1179	537	1757	514	1775	914	286	889	915	451	1395	1271	792	685	1002	873	1126	926	627	400	578	1217	642	889	624	657	547	380	131	421	66	270	522	972	1218	848	821	701	533	1328	367	1112	1361	965	536	524	576	547	4399	3967	1234	807	152	451	479	927	250	366	783	761	851	813	681	725	621	643	662	870	2085	572	524	613	485	810	558	1081	527	812	856	674	717	357	409	367	473	609	318	812	608	655	735	814	457	297	520	545	1878	1388	359	341	356	405	2600	2772	1610	979	392	524	1196	12	10	726	857	872	202	734	758	582	390	558	762	207	555	438	717	745	931	470	135	81	156	1010	322	525	318	415	362	87	120	74	145	456	728	486	436	501	345	467	533	230	195	359	355	422	404	1754	1653	167	197	80	88	173	114	84	8	15	20	2	24	7	342	334	487	637	921	104	17
Bacteria	Acidobacteria	11	14	9	10	7	8	18	10	12	10	10	7	26	4	17	16	9	9	11	1	7	8	4	12	5	15	19	11	13	6	4	4	11	6	17	9	9	13	11	1	6	4	0	12	6	16	5	51	45	33	47	30	33	34	41	17	21	29	21	36	26	59	93	113	55	10	13	23	31	15	44	44	35	12	38	16	20	22	19	24	21	55	96	123	41	14	8	15	9	79	27	150	165	135	170	76	242	112	287	161	151	295	151	40	188	1213	106	110	169	1129	1346	1153	838	1533	893	95	60	88	612	448	681	1181	726	1731	605	1442	888	101	117	95	353	458	570	1424	239	637	818	598	120	101	404	289	82	50	1422	1409	1006	2309	969	795	27	58	78	131	145	128	98	143	120	217	155	93	2181	77	89	127	942	1179	1084	1895	3065	1871	75	82	66	469	432	588	2680	2241	1843	1958	73	69	97	275	399	414	710	316	1346	992	101	78	397	327	45	37	2312	2293	2395	1785	1300	3	34	63	65	93	21	83	100	78	105	86	63	156	62	53	104	789	882	512	133	190	115	66	37	49	245	190	330	150	161	96	157	46	56	33	147	280	302	362	194	99	84	77	52	231	156	30	11	184	287	184	145	96	13	10	24	13	20	4	15	24	1177	24	590	34	18	669	626
Bacteria	Actinobacteria	467	548	499	417	475	804	486	680	665	732	208	275	789	49	719	447	288	84	51	24	108	52	17	695	776	701	389	135	217	74	36	21	88	709	788	265	667	168	144	49	256	27	7	397	450	82	105	10	12	8	11	17	9	9	9	11	13	2	19	18	7	3	2	1	3	1	1	1	15	18	14	7	2	0	4	1	1	18	19	14	13	12	8	6	12	2	1	7	2	10	1	31188	25102	30290	29394	21064	43242	19263	42313	27596	8107	16000	15897	15978	32369	12457	22417	21966	16262	5397	6302	3609	11849	5420	2080	25446	15448	24030	15563	10856	12223	6442	2792	6042	2179	4666	9162	28298	41694	20580	24676	13290	11413	20888	12879	26634	4405	5874	12349	12157	3874	3532	248374	520310	12777	15775	4892	10482	8250	4331	5019	4391	21526	19663	25293	23760	20232	21449	19881	12442	14273	21545	23082	19603	19818	13751	3717	5328	2916	26785	11334	3636	21238	19462	22534	10996	9309	10662	13649	7898	6351	19829	21908	26321	22966	29367	10928	7955	10576	13805	7096	10199	11987	11103	3509	3185	174614	405521	19379	23035	10958	14488	6642	9756	4631	17083	16035	21011	4832	18047	18491	19392	4985	9653	15821	1840	16236	12549	10862	3539	3912	1574	1827	809	336	21049	6625	11281	6938	5575	7412	972	663	411	1798	12235	25208	11665	11405	8673	7307	6674	9202	589	935	7668	7860	2084	1641	166004	286989	1759	3191	1020	1299	608	628	367	144	1174	314	1	3	3	6533	10026	12628	93123	222782	2212	1036
Bacteria	Aquificae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Armatimonadetes	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	5	9	2	25	0	15	8	7	14	13	0	17	16	7	10	15	15	20	16	9	20	6	14	1	11	16	13	12	10	8	39	8	14	16	7	10	13	19	14	7	36	4	26	7	36	15	10	14	13	9	7	10	16	18	41	18	33	1	3	3	10	7	4	9	7	3	5	6	10	34	7	9	6	5	18	12	38	37	10	6	4	6	6	6	5	16	25	15	30	6	8	5	17	16	4	14	8	19	54	16	3	19	6	4	4	27	16	37	28	68	3	0	8	1	5	2	3	0	1	2	5	1	1	4	1	11	15	23	15	0	4	0	5	3	6	6	1	1	0	1	5	5	3	4	6	2	7	6	7	3	7	7	5	3	7	3	4	2	2	2	2	3	10	0	0	0	2	5	0	0	0	12	2	13	4	8	184	287
Bacteria	Bacteroidetes	2210	2641	2233	2164	2282	3924	2474	3252	3545	4047	1408	1947	3992	120	4430	3223	1423	627	519	299	638	487	142	3504	4387	3456	2272	1306	1539	656	478	176	994	4635	5019	2000	3924	1700	1556	522	1823	135	124	3641	4256	1253	1704	54	60	39	68	32	40	49	49	18	58	9	47	70	35	59	152	96	47	8	8	19	34	39	51	37	46	19	6	6	19	48	37	43	30	76	80	137	84	2	0	11	5	33	7	216754	180434	216122	211657	131044	300094	131101	312117	203687	87618	192009	168541	99350	228985	98128	205289	215305	121833	120088	153305	89213	123640	95524	63777	179855	143409	192733	171064	144973	159872	127064	63879	147988	57033	130888	163825	249278	300075	220378	227794	188656	139831	331150	167012	381602	106603	139652	232258	203791	143132	169327	389861	232865	108681	171121	94758	217318	157104	96584	5715	4189	146985	136582	175275	165839	131610	144896	144810	147470	144067	145301	182779	171964	193574	98164	85760	129423	76215	277411	197455	132630	147635	177131	178869	117448	125004	134323	268840	186701	176184	353290	189286	184873	241953	259431	152409	94263	162200	191065	174887	241310	218968	181227	130356	170965	277783	189921	165296	249169	213989	284825	160690	8529	2620	126762	126586	155699	37823	128032	137037	148481	63792	109459	118578	15215	154960	129786	94253	95030	109590	46181	19261	13232	7629	166350	62623	98087	85742	85336	105732	18251	16052	9366	31295	116797	187985	130982	112548	141179	94336	119025	140323	14514	23297	159642	150232	93809	90972	194670	131621	16197	36633	20310	26717	12852	1439	805	988	7286	2693	2	15	12	108352	96420	180152	139183	100281	30893	12918
Bacteria	Balneolaeota	230	296	281	269	255	416	353	368	375	488	91	217	368	18	420	418	194	22	28	5	27	4	2	383	489	396	212	93	114	14	6	7	27	582	627	226	455	139	166	45	135	6	10	632	766	93	138	535	608	552	534	450	554	518	614	632	749	5	943	1318	601	66	77	54	72	12	1	898	1046	790	838	627	549	29	19	18	58	1085	1387	1252	1009	1083	1032	1374	851	11	11	1431	1398	1100	447	32139	26277	31268	27796	26942	54796	26150	54268	30253	13490	25677	28646	19345	39588	6989	25531	35531	20861	9846	11811	3385	6859	2487	925	29518	25456	32559	22201	19901	17640	4687	1662	3627	1032	2326	7915	42113	53541	37946	40210	25288	16680	34160	22639	47350	4817	26575	62056	57391	19151	19752	305	256	7982	11823	4544	9589	7990	5107	207	281	22414	20211	26384	22852	21563	22294	22539	16993	25778	22356	12717	22046	32350	16999	7052	10218	2834	15366	5070	1410	25080	31846	30793	15905	17358	15435	9712	3961	2788	16624	32324	33124	42944	48793	20673	11693	16921	20615	7973	46018	59850	52282	17950	20175	137	109	11652	17418	8530	14823	8246	12	13	16632	16008	19753	4288	17324	17875	19332	6691	15942	15281	1088	17116	18185	14161	7309	7890	1789	1089	379	180	22686	10142	14684	9698	10194	10246	694	388	217	1468	17480	28706	19931	17390	16369	10070	10453	12898	722	4294	36794	34541	11048	9438	88	87	1146	2464	807	1310	701	111	87	43	965	318	10	433	208	4867	21343	26152	12	12	23	9
Bacteria	Caldiserica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	12	125	336
Bacteria	Calditrichaeota	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	15	17	2	18	1	20	6	6	17	7	1	10	53	5	5	8	25	53	75	24	19	47	9	2	2	17	14	24	20	20	35	14	32	13	3	8	4	12	19	6	66	9	32	28	26	5	7	19	12	5	2	68	45	13	37	25	47	3	0	3	6	5	8	4	7	4	9	6	4	96	4	2	4	19	33	64	69	55	50	6	5	2	10	22	16	46	61	58	23	6	5	6	11	28	13	13	13	76	50	5	6	12	9	3	0	86	88	25	52	45	0	0	3	3	5	0	2	5	3	3	6	4	6	3	3	6	12	25	23	7	2	4	2	3	2	2	3	8	3	12	2	1	3	2	2	3	7	8	7	3	5	2	3	3	6	3	0	2	11	10	4	4	7	0	0	2	0	0	0	0	0	32	0	10	0	1	315	0
Bacteria	Candidatus_Abawacabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	0	1	1	2	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	3	1	0	2	2	0	1	0	1	0	2	0	4	0	0	1	2	0	0	0	0	2	2	1	2	1	0	2	0	0	1	0	1	3	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1	3	1	3	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Acetothermia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Adlerbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Aerophobetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Amesbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Candidatus_Aminicenantes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Atribacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Azambacteria	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Beckwithbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Candidatus_Berkelbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Buchananbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	3	0	0	1	0	0	0	0	3	2	1	0	0	0	0	0	1	0	0	0	0	1	2	1	3	0	0	0	0	0	0	0	2	1	2	0	0	0	0	4	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	2	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	2	3	0	0	0	0	0	2	2	5	2	4	3	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
